,Tweets,date
19,"Elon Musk shuts two of three Twitter India offices.
Google India lays off 453 employees.
US corporations are pressuring India's leaders to make layoffs. 2023 seems rough😌
#layoffs https://t.co/GCjKJqYUeq",2023-03-14 17:22:05+00:00
20,"2023-03-14 13:19 EDT | NYC | STATEN ISLAND  |**ALL HANDS**| 35 DALE AVE  | FD O\S FIRE IN A PRIVATE DWELLING  | NEFA18 | 
Map (https://t.co/wxNdHXQs09 )",2023-03-14 17:22:05+00:00
21,"Oi! Network Testnet

💵Reward 70 Million $MOM tokens ( https://t.co/i0QwxHWydK )
📡Network Polygon MUMBAI Testnet
Faucet
- https://t.co/7DUQzlPJbi
- https://t.co/tzBspq7UUa

- Download App Oi! https://t.co/14x7uaqCcE
- Sign with email or Twitter 
- use code : F4Q3PV https://t.co/ue3wNZxS63",2023-03-14 17:22:04+00:00
22,"There’s that, then there’s feeding into it which is what she’s doing. She deliberately poses in ways that will draw that type of attention to herself. These actions do not seem unintentional. If you Google her name right now, her entire brand is her ass. https://t.co/Y1lYnuMjdG",2023-03-14 17:22:04+00:00
23,"First month doing faucets. 
7.27 $XNO growing now #Wirex x-accounts 2% AER.
 
https://t.co/ONcHIxdZm5

About 3 #xno still in:

https://t.co/SxO6eESZNX

And also trying to do some mining:
https://t.co/KofmbRAbYo

Earned about 10 $Nano in my first month without any big efforts. https://t.co/GEccgKPl17",2023-03-14 17:22:04+00:00
24,"Since Afton Files, cancelation was out of my control, I'm still looking to leave an impacting story. Decided to still tell the story through Minecraft Machinima form. If anyone could help with voice acting i would heavily appreciate it.

https://t.co/YNoqjcurbB",2023-03-14 17:22:04+00:00
25,"FREE CPR and Choking apps. It's estimated 100,000 to 200,000 die each year who could be saved if CPR was performed early enough! (Apple) (Android)
https://t.co/5OdSB22ZX1
https://t.co/iDaViMS22J
 #LifeIsBeautiful #LifeHacks #Apps",2023-03-14 17:22:03+00:00
26,"Form: https://t.co/Xnz3dP2VH5

2 Minutes...
Submit fast to receive an Airdrop 🐸",2023-03-14 17:22:03+00:00
27,"As concerned citizens, we urge @UN_HRC to dissolve the Int'l Commission of Human Rights Experts on #Ethiopia &amp; support #Ethiopia's national institutions to protect human rights.
➡https://t.co/qs18BmuwK1
 @MAEGuinea @JapanMissionGE @COM_MAE @ForeignMinisterM #Ethiopia #HRC52",2023-03-14 17:22:02+00:00
28,"@MarkEllison06 That's hilarious Mark. Last night I was in a burger joint with my twenty-year-old son. They were playing 80's and 90's rock and alternative. Black Crows came on, I told him I like a lot of their music &amp; that his uncle liked them too. Then I had to reverse google search your pic.",2023-03-14 17:22:02+00:00
29,"Twitter = 450 million active users
Facebook = 2.96 billion active users
TikTok = 1 billion active users
YouTube = 2.2 billion active users
Google = 89 billion visits per month

Nothing is ""saturated.""

The pie is so big that anyone can grab a slice.",2023-03-14 17:22:02+00:00
30,Me when someone doesn't believe me and they Google it and see I'm right https://t.co/Aflc1HkKFI,2023-03-14 17:22:01+00:00
31,"Make a break from the ordinary with a trip to Sky Bar! Be sure to check out our Happy Hour!

Directions -&gt; https://t.co/cJ2JUeHYVT
Happy Hour Menu &amp; Hours -&gt; https://t.co/G41sivZ8ZW
Patio Seating Available https://t.co/bcFQY6oVin",2023-03-14 17:22:01+00:00
32,Me when someone doesn't believe me and they Google it and see I'm right https://t.co/Aflc1HkKFI,2023-03-14 17:22:00+00:00
33,"@Jimbostank thanks, great reply
I did a little search on Google; not sure what to think of it; ""kill"" is perhaps a bit dramatic on my part, bad word choice indeed; though don't know what to think of blow out or exstinguish https://t.co/xty5tZiFFS",2023-03-14 17:22:00+00:00
34,Kai's Pain Management CBD Store on Google: https://t.co/JnSmPBYlsR,2023-03-14 17:22:00+00:00
35,"Tech Boys and Girls Track Parent Information Meeting is Tuesday, March 14 @ 7pm via google meet 💻 To join the video meeting, click this link: https://t.co/3qD9htkTfw @Dist742 https://t.co/sFy8stGW3n",2023-03-14 17:22:00+00:00
36,"Sometimes, when I use AI, I feel like I'm cheating.

But, is using the dictionary, thesaurus, reverse dictionary, Google, Wikipedia,  Grammarly, Obsidian, etc. also ""cheating""? 

Using a tool is not cheating. 

When IS it cheating? 

I'll start: When there's misrepresentation.",2023-03-14 17:21:59+00:00
37,"@marvelle Not much visible for Oxagon, but lots of construction sites starting to show up for the LINE - https://t.co/HT7LEdo7uk",2023-03-14 17:21:59+00:00
38,"Eden Knight was tricked into detransitioning &amp; moved to Saudi Arabia by people hired by her family to pose as friends to her. She has taken her own life. We have a doc w all the info in 1 place we submit now for your consideration

With love and care: 

https://t.co/RL3vcKjJDA",2023-03-14 17:21:59+00:00
39,google is free https://t.co/HJDNmkDimr,2023-03-14 17:21:59+00:00
40,📸 done 👉 https://t.co/kjZGvPues3,2023-03-14 17:21:59+00:00
41,I want this to pop up every time someone Google's Jordan Peterson. I'm doing my part. https://t.co/WKTNsgxaJF,2023-03-14 17:21:59+00:00
42,Enjoy our Everyday Lunch: Cheesy Pepperoni Pizza and Double Cheeseburger...Grab it as soon as possible...It's hot and delicious...and freshly made...!!! Visit our location: https://t.co/YKbYFGjWOj https://t.co/a36BOl81xo,2023-03-14 17:21:59+00:00
43,Me when someone doesn't believe me and they Google it and see I'm right https://t.co/Aflc1HkKFI,2023-03-14 17:21:58+00:00
44,"Spot the truths &amp; stand a chance to win an #iQOOZ7 5G!

How to participate:
- QRT your answer and tag 3 friends
- Follow @iQOOInd on TW
- Mention #FullyLoaded #iQOOZ7 #FullyLoadedYou #AmazonSpecials
- T&amp;C - https://t.co/EPOuBInniv https://t.co/pvOjUrfkJR",2023-03-14 17:21:58+00:00
45,I found this image on Google and I’m not sure what emotion to feel lol https://t.co/xTmvwepySn,2023-03-14 17:21:58+00:00
46,"Again this week, YOU get to choose the settings for one of the weekend tournaments! Cast your votes using the form below &amp; be sure to join this special 48-hour tournament, beginning Saturday Mar 18. We can't wait to see what you choose...👀⛳🏌️

VOTE HERE: https://t.co/ACf8PNXlWW https://t.co/Jn7Yps5EsF",2023-03-14 17:21:58+00:00
47,"Hello!!! I am writing an outreach children's book about rivulus and I am looking for input from the queer community! I've posted this before and received great feedback, but I really need to hear from the intersex community. Please share and RT! https://t.co/nAr7YlJ2Wm",2023-03-14 17:21:56+00:00
48,Me when someone doesn't believe me and they Google it and see I'm right https://t.co/Aflc1HkKFI,2023-03-14 17:21:56+00:00
49,"🍫🍫🍫

PO my newest fanbooks ➡️ https://t.co/PT3Px5PTNL https://t.co/D2lh6QBNLn",2023-03-14 17:21:55+00:00
50,Pictures from @CHSLadySpartans varsity game Arlington Seguin 3.3.23 which was also their Senior Night. https://t.co/TyusIOTD05,2023-03-14 17:21:55+00:00
51,"Eden Knight was tricked into detransitioning &amp; moved to Saudi Arabia by people hired by her family to pose as friends to her. She has taken her own life. We have a doc w all the info in 1 place we submit now for your consideration

With love and care: 

https://t.co/RL3vcKjJDA",2023-03-14 17:21:55+00:00
52,"Guys @Ptikhi7 has got the drafts. 

Can someone upload these drafts on some google drive and share the link with everyone?",2023-03-14 17:21:55+00:00
53,"@savinggodsface something doesn't add up. you were public about it in that photo by the IVP table. that bio gave away the farm and the person who found the page sounded like it was an easy (?) google search. badly executed ""deception?"" so why the delay in a public response?",2023-03-14 17:21:55+00:00
54,"🔮 SURVEY + GIVEAWAY 🔮

Nominate the pre-token markets you want to trade
👉 https://t.co/ZPFiz25qFv

⏰ Closes Mar 17th 4am UTC

🎁 To enter the 3x $300 PPO giveaway:
✅ complete the survey
✅ follow + like + retweet
✅ tag a degen that doesn't know about prePO https://t.co/hbGRYbizKD",2023-03-14 17:21:55+00:00
55,"BRAND NEW TJOON!! 🕺🏾🔥😭 

 ""[EP 241] #AnotherFreshMix #FreshTuneTuesday 14032023"" 

#Apple: https://t.co/EL6htjeOat

#Amazon: https://t.co/lH6IOpPrLs

#Google: https://t.co/KtwofCbFh0

#Deezer: https://t.co/pud6ESioje

#MCloud: https://t.co/llOzvhQgUU

https://t.co/kDMIneOaBA",2023-03-14 17:21:54+00:00
56,"‼️BUYING‼️

NEED EXACT SIZE ON LIST, SHIPPED ASAP‼️

https://t.co/Fkv98TNu1J

RANDOM RTER GETS $50 https://t.co/Guw4CxRMM0",2023-03-14 17:21:54+00:00
57,"#Capshort app is now AVAILABLE on the #GooglePlay  🔥

You can experience multi-sensory entertainment features and also play games for rewards! 

📥 To download, scan the QR code or visit: https://t.co/7gV8fa2sqP 

Get ready to immerse yourself in a new level of entertainment! https://t.co/eVFTqWvTmV",2023-03-14 17:21:54+00:00
58,"100 Top Digital Marketing Tools https://t.co/tmWW2xheJs

#DigitalMarketing #Software #SaaS #CRM #CMS #Google #Emails #MarketingAutomation #Martech #PPC #SEO #SMM #ContentMarketing #CMO #CX #Meta #ML #AI #Adobe #IBM #Email #SEM #EmailMarketing #Slack #Zoom https://t.co/E1b71l8D9o",2023-03-14 17:21:54+00:00
59,"This is very disappointing. I’ll discuss on radio this evening.
https://t.co/PfWduAktuO",2023-03-14 17:21:54+00:00
60,"@ganeshunwired Can’t agree more Ganesh! At Zoe (https://t.co/TvD6l7UZWA) we used to do INR 15-20 lacs per day, on our website just on the back of FB / Google ads! Keep scaling and best of luck. 🙌🚀",2023-03-14 17:21:52+00:00
61,Pixel 8 Pro renders reveal redesigned camera and a flat display https://t.co/q1ISlLzPog https://t.co/GP01b5xjOU,2023-03-14 17:21:52+00:00
62,GOOGLE PIXEL 8 Pro !!! leaked https://t.co/tzcW1KUluw,2023-03-14 17:21:51+00:00
63,"Twitter = 450 million active users
Facebook = 2.96 billion active users
TikTok = 1 billion active users
YouTube = 2.2 billion active users
Google = 89 billion visits per month

Nothing is ""saturated.""

The pie is so big that anyone can grab a slice.",2023-03-14 17:21:51+00:00
64,Me when someone doesn't believe me and they Google it and see I'm right https://t.co/Aflc1HkKFI,2023-03-14 17:21:49+00:00
65,"When chat baits you into saying ""OK Google"" on stream https://t.co/OBQ1jjsYPX",2023-03-14 17:21:49+00:00
66,"@joe_doyle we're in the process of rolling out multiview to more users ✨ but we totally understand if you're excited &amp; want to test it out during March Madness, so feel free to reach out to our live support team who can help grant access for you ➡️ https://t.co/OtxYP7QY4n",2023-03-14 17:21:49+00:00
67,@AntonioSabatoJr I keep posting this.... Google it.... US11107588B2,2023-03-14 17:21:48+00:00
68,"🚨Google just announced new AI features:

- Reply and summarize Gmail using AI
- Generate images/audio/video in Slides
- Capture notes in Meet
- Write/proofread in Docs
- PaLM API is now available for devs
- MakerSuite to build generative AI applications using PaLM faster https://t.co/fJIUj1ZlPS",2023-03-14 17:21:48+00:00
69,"@Anele Google RPL. Recognition of Prior Learning.

You can get admitted into a PhD program without a bachelor's or a masters.

If on assessment, you have the prerequisite work experience in the field of your study.

I am not saying that's what happened here, but RPL is a reality",2023-03-14 17:21:48+00:00
70,Candy Flip - Strawberry Fields Forever https://t.co/W83kEV7Oka #BBC6music #NowPlaying,2023-03-14 17:21:48+00:00
71,"Out of 195 UN member states, only Ghana and Nigeria run a National Service Scheme that allows graduates to work in private &amp; public sectors.

What if NSS could be your Career Launchpad? 🚀 

Apply to #MyFirstJob, the 6-month career accelerator for NSPs: https://t.co/UWuN4q6kW5 https://t.co/NVERjFPhdc",2023-03-14 17:21:45+00:00
72,"for nuest and loves, 11 wallpapers for 11 years with nuest

I had a lot of fun making these and maybe teared up a couple of times so I hope you'll like them. feel free to save and use them

#뉴이스트_데뷔11주년_축하해
#NUEST_11th_SPRING
🔗https://t.co/iDvUmxPDyS https://t.co/uvt28hfvXj",2023-03-14 17:21:44+00:00
73,"@KingzMintz1 @AlinaGrayMagius @rougee32 Can't you read?
You were supposed to google sexual attraction not pedophilia.",2023-03-14 17:21:44+00:00
74,@Epifrenetics @DefactoHumanity @Caucasus_Legion @tatyanaodesssa Google is my friend! 🤣🤣,2023-03-14 17:21:43+00:00
75,"@MLM_Mayhem People should use to it organize their own sources and notes etc not to find them. Especially without double checking wtf it's saying. I use it often to keep me on task and going, but it's just like Google, it's going to be wrong.",2023-03-14 17:21:43+00:00
76,Me when someone doesn't believe me and they Google it and see I'm right https://t.co/Aflc1HkKFI,2023-03-14 17:21:43+00:00
77,"Announcement!

PEPPERLYL Airdrop 2.0 is ON

To win:

➡️ Register: https://t.co/GiVXCKmOmW

✅Follow the instructions after you register

Follow @Pepperlyl

🔊🔊Retweet + Like

Comment your Country Flag:🇨🇦🇨🇨🇨🇩🇨🇰🇬🇧🇺🇸🇳🇬🇳🇮🇳🇪🇯🇴🇰🇮🇰🇪🇰🇵🇲🇰🇵🇰

No LIMIT!
#airdrops #Giveaway #BTC #pepperlyl https://t.co/Ts63QunvIK",2023-03-14 17:21:43+00:00
78,@BestStephenD @DavidWCochrane @PnPCBC It's all about ratings.  I wonder how crazy they'd be if FB and google were paying 30%?,2023-03-14 17:21:42+00:00
79,314M USDC sent to null address as redemptions begin: Report - Cointelegraph https://t.co/IOPIu5FHm4,2023-03-14 17:21:42+00:00
80,"@LukeJdoteth i’ve never used google chat with a work but LOVE google meets and email caps. i’ve always paired with slack, but open to google chat!",2023-03-14 17:21:42+00:00
81,@BIArchitectess @margari_r @stock_mj @NikkiFried Publicly accessible satellite imagery (including Google Earth) show the Russian army mobilizing near the Ukraine border well before Biden was in office though,2023-03-14 17:21:42+00:00
82,"@OKWildlifeDept Hey Google...
Does Oklahoma have mountain lions?
Google: Sometimes

ROFLMAO",2023-03-14 17:21:41+00:00
83,"When chat baits you into saying ""OK Google"" on stream https://t.co/OBQ1jjsYPX",2023-03-14 17:21:39+00:00
84,"📣📣PEPPERLYL x META STAR #fcfs #Airdrop🔥

🥳🥳BiG Prize Pool:
First 50,000 People will get 5 $PPL worth of $120,000😍

To Win🏆

➡️ Register: https://t.co/crYhPkJArK

✅Follow the Instructions After you Register

Follow @META_STARx &amp; @Pepperlyl
Retweet+Like 
No LIMIT!

#Airdrop… https://t.co/Fb6Rbzyc44 https://t.co/sSxk29BFDm",2023-03-14 17:21:39+00:00
85,"Save the Date!

Dfyn V2's Beta Mainnet and BOTathon are coming soon 🎉

🗓️When: 20th March

BOTathon details: https://t.co/R9q4VofhpH

More info on the Beta-Mainnet will be out 🔜

Fill out this form, if you're looking forward to participating in BOTathon: https://t.co/Fmo1j6gp7L https://t.co/Kmj1Lsf3El",2023-03-14 17:21:39+00:00
86,Have an Android device? Google is releasing new features this year for your Android phone and tablets. Check out what's to come! https://t.co/tu12kEFxQR,2023-03-14 17:21:38+00:00
87,"Things are moving in the best direction imaginable. While Google is freaking out and having a code-red-put-AI-into-everything meltdown, Microsoft doesn’t care about #AIethics at all anymore (if they ever did). Brilliant 🤡

https://t.co/blMmVIP3g9",2023-03-14 17:21:38+00:00
88,3/14/2023@1:21 PM: TRAFFIC ACCIDENT NO INJURY at  DEANS BRIDGE RD/GORDON HWY AUGUSTA GA https://t.co/SC8rV1WzIB,2023-03-14 17:21:38+00:00
89,3/14/2023@1:19 PM: TRAFFIC ACCIDENT WITH INJURY at 2215 TOBACCO RD AUGUSTA GA https://t.co/nxaNiJRli9,2023-03-14 17:21:37+00:00
90,"📣📣PEPPERLYL x META STAR #fcfs #Airdrop🔥

🥳🥳BiG Prize Pool:
First 50,000 People will get 5 $PPL worth of $120,000😍

To Win🏆

➡️ Register: https://t.co/crYhPkJArK

✅Follow the Instructions After you Register

Follow @META_STARx &amp; @Pepperlyl
Retweet+Like 
No LIMIT!

#Airdrop… https://t.co/Fb6Rbzyc44 https://t.co/sSxk29BFDm",2023-03-14 17:21:37+00:00
91,3/14/2023@1:17 PM: TRAFFIC ACCIDENT WITH INJURY at 2215 TOBACCO RD AUGUSTA GA https://t.co/nxaNiJRli9,2023-03-14 17:21:37+00:00
92,".@chainlinklabs’ Steve Ellis &amp; Bryan Jowers joined Allen Day from @Google to introduce #Chainlink Functions at #ETHDenver.  

Watch Allen’s live demo to see how Functions seamlessly brings data from #Google Analytics &amp; BigQuery on-chain 📺⬇️
https://t.co/oIMUbdB3XY https://t.co/JlQl3iA6RS",2023-03-14 17:21:37+00:00
93,"@WrenWrabbit I have reached the point where a frequent number of my courses in Uni strictly ask us to not use Google for our research-based projects or we risk loss of points on the final grade, and instead gave us a list of places to acquire scholarly articles. 
It's bonkers.",2023-03-14 17:21:36+00:00
94,"@o2_afc @zelda5_iam @karthikadhaigal @GraemeBailey @tbrfootball Reiss earns £38k a week
Omar is on £14k a week

A quick google search could’ve prevented this",2023-03-14 17:21:36+00:00
95,"The addition of a character I like to a Hollywood franchise just makes it harder to find things on Google. Lack of credit or money to creators irks too. New fans who only read one comic and think Stan Lee created Batman.
I don’t mind it existing but how to separate it from comics",2023-03-14 17:21:36+00:00
96,"NEW ARTICLE OUT NOW ON EVERYTHING CHAT GPT 2 &amp; THE FUTURE IT HOLDS! 

https://t.co/wIniHsVfrb",2023-03-14 17:21:36+00:00
97,And this is OpenAI's answer to Google just 15 minutes ago - straight into my inbox. https://t.co/I6MBffvBSI,2023-03-14 17:21:34+00:00
98,"Purchase USA Google voice numbers

#googlevoice #voicetechnology #voicefirst #alexa #amazonalexa #voiceassistants 

Getting our services convert your visitor to customers. So, you can get more customer and more sale in your business.

Website link: https://t.co/q9ItXwhxP0",2023-03-14 17:21:33+00:00
99,"@Bullsnationn_ @liyahnicoleeee @idontIovenoone @dcbabydraco @aalaydior Bruv all you had to do was pull up google and READ. UNLAWFUL SEXUAL INTERCOURSE is sexual intercourse with a person who is UNDER THE AGE OF 18, who is not the spouse of the perpetrator. Does no one do their own research on this app?",2023-03-14 17:21:33+00:00
100,"Before people purchase your product, they search on Google, YouTube and TikTok

This is a big step in deciding the purchase

They want to make sure it's a good choice

People need validation of your product

Get your content available organically before you lose a ton of money",2023-03-14 17:21:33+00:00
101,"@drrickg Quite a few actually. Naomi Wolf, Elon Musk, read the daily news. In July the list of leftists switching to Republicans was over 1 million. No one has counted since this report. Check Google for politicians.

https://t.co/YyZtNBaBlT",2023-03-14 17:21:32+00:00
102,"leeknow uses bubble as a shopping list, google search, reminder, a radio station and so much more.. please he is very endearing he loves communicating with stays",2023-03-14 17:21:31+00:00
103,"📣📣PEPPERLYL x META STAR #fcfs #Airdrop🔥

🥳🥳BiG Prize Pool:
First 50,000 People will get 5 $PPL worth of $120,000😍

To Win🏆

➡️ Register: https://t.co/crYhPkJArK

✅Follow the Instructions After you Register

Follow @META_STARx &amp; @Pepperlyl
Retweet+Like 
No LIMIT!

#Airdrop… https://t.co/Fb6Rbzyc44 https://t.co/sSxk29BFDm",2023-03-14 17:21:31+00:00
104,"🎁DTK Origins NFT Collection - Whitelist Giveaway!

To join:
1️⃣Like, RT &amp; Follow @Kingdomverse_ 
2️⃣Tag 3 friends
3️⃣Join: https://t.co/ZvJl62l7Is
4️⃣Fill out: https://t.co/mH6uFWPImG

Finish all tasks before Apr 1 &amp; visit the Discord channel to check if you are whitelisted on Apr 7 https://t.co/2b72STBSRz",2023-03-14 17:21:31+00:00
105,"Definitely Solved - 🆕 Access Waitlist

What could you solve with a photographic memory of all open-source packages? Let's find out!

🙋You: Describe your problem
🤖 AI: Plan ➡️ Search updated packages ➡️ Solve with a live &amp; editable preview

Sign up: https://t.co/q4nWQCRN5s https://t.co/PmOXLUzuVy",2023-03-14 17:21:30+00:00
106,@_tacur @elleheartbee @niggaolas Nigga you’re literally appealing to the minority of depression cases. Most ppl that are depressed have family members or friends or other outside ppl that can come and help them. It’s a quick google search bro,2023-03-14 17:21:29+00:00
107,And you slept through this news last year?? Or it’s just now you woke up to google it and put it out coz you have nothing to say?? First have the guts to show your face and real name. I detest spineless cowards. https://t.co/A5KZphbKaw,2023-03-14 17:21:29+00:00
108,"SBT DELIVERY 💜

We have delivered the 4th batch of SBTs to 1,771 new people

See if you made it👇 
https://t.co/R7xRpOcfge

What's next?✨
- Go to https://t.co/Dp2HNo1JjE
- Connect your SBT
- Get instant level 2 and waitlist spot

How to apply for SBT? 👀
https://t.co/bfi1L3FBGM https://t.co/SVEyInufQ3",2023-03-14 17:21:28+00:00
109,"Join a new cross-sector advisory board of educators, families, and researchers working together to further how AI tools are used in classrooms! We're looking for people who want their voices heard. Learn more: https://t.co/3h6o3JZlV9 #AIandEdu",2023-03-14 17:21:28+00:00
110,"@madlyonyx @spooknap The google docs changed again. Now it just says ""Soon.""",2023-03-14 17:21:28+00:00
111,"@charliekirk11 The US has send $76B to Ukraine (26B economic, 4B humanitarian and 46B military).   There is thing called Google - have you ever tried it?  It's really cool.  FFS what a chump.",2023-03-14 17:21:28+00:00
112,"Hello Renchins! 🦊
Since our beloved Renjun is coming to Malaysia along with NCT DREAM for TDS2, we are doing a survey on ideas to welcome him 💓 Don’t be shy and share with us your ideas!

Submit your ideas here! ⬇️

🔗 https://t.co/iGeF3SU7po 

#NCTDREAM #RENJUN #런쥔 #仁俊",2023-03-14 17:21:28+00:00
113,"📣📣PEPPERLYL x META STAR #fcfs #Airdrop🔥

🥳🥳BiG Prize Pool:
First 50,000 People will get 5 $PPL worth of $120,000😍

To Win🏆

➡️ Register: https://t.co/crYhPkJArK

✅Follow the Instructions After you Register

Follow @META_STARx &amp; @Pepperlyl
Retweet+Like 
No LIMIT!

#Airdrop… https://t.co/Fb6Rbzyc44 https://t.co/sSxk29BFDm",2023-03-14 17:21:28+00:00
114,"@AAli_hassan97 @virodhabhaas Use Google lens, don't expect anything from anyone expectations hurt.",2023-03-14 17:21:27+00:00
115,"Hey guys do you want to see the cutest Google Doodle today? ;)  Head on over to the @Google landing page!

#sarapngadobongpinoy 
#adobogoogledoodle https://t.co/dtmg7kyho7",2023-03-14 17:21:27+00:00
116,"New @trycarbonio App Update Now Live!

🔶New UX and UI
🔶Partner AI Search Engine Set by Default 
🔶New Featured DAaps
🔶Crypto News Feed
🔶Data Saved shown in Kb/Mb/GB
🔶New Rewards Menu
🔶Disabled Play Services

Available on Android👇
https://t.co/5cU3OlsAKo

Coming soon to iOS… https://t.co/nhjqIUXvrb https://t.co/LXvEHfgovl",2023-03-14 17:21:27+00:00
117,"giveaway 3k❣︎ ヾ(★▽★) 🐝🌈🍒⭐️👚🐬
⓶ sets 🦀 ⁎˙𓈒 🐠   ཻུ۪۪ ❀𓈒ּ   ֗
★ die-cut stickers 6 pieces
★ random google form
𝓵ink! https://t.co/b7UoYpPDFh
👕 14 mar - 18 mar, 20.00
🌺 announced! 18 mar, 21.00
🍋 followers only
𓈒ˑ̶͙ ⛳️𓈒  ֯ free shipping &lt;3 🚚💨 https://t.co/vZbJGM04PU",2023-03-14 17:21:27+00:00
118,"GM! #BitMart's 5th Anniversary social media #giveaway round 2 is here!

1️⃣ Follow us, RT, tag 3 friends
2️⃣ Comment the 1st token you traded on BitMart
👉 New to us? Sign up at https://t.co/e1Z81sLY1Y &amp; comment the 1st token you plan to trade
3️⃣ Complete: https://t.co/2kXOYPV9ez",2023-03-14 17:21:27+00:00
119,"Ooh, Google is sending me a Google guide pin.  Yay!",2023-03-14 17:21:27+00:00
120,"Google is following suit, integrating generative AI capabilities into Google Cloud

https://t.co/50BxxiSpej",2023-03-14 17:21:26+00:00
121,"@BloodedFighter @sootxni Do you even know where these sculptures are?
What is the significance of these sculptures?
What is the message and meaning of this temple?

Don't Google it.",2023-03-14 17:21:26+00:00
122,I need money now ... The rest I will Google,2023-03-14 17:21:26+00:00
